时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2020-06-15,莱尔科技,先进制造,C轮,未透露,德鑫创投,25000,先进制造、新材料、新材料,莱尔科技是一家功能性涂布胶膜及下游应用产品研发生产商，公司主营的功能性涂布胶膜属于复合薄膜材料，其作为电子元器件关键材料之一、工艺制程良率关键材料之一、消费电子重要的模组及终端保护材料等广泛应用于如消费电子、汽车电子、LED照明、锂电池、半导体产品等领域；主营的FFC、LED柔性线路板等为功能性涂布胶膜作为电子元器件关键材料之一的应用产品，分别对相关领域的传统线束和传统方式生产的LED灯带线路板方案替代明显，居于细分市场前列，是功能性涂布胶膜及其应用领域的领先厂商。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-06-10,泰吉诺,先进制造,A轮,未透露,"广发乾和, 川流投资, 擎石投资",10000,先进制造、新材料、新材料,泰吉诺旨在提供芯片层级用电子材料整体解决方案，专注于研发、制造、销售高端导热界面材料（TIM1、TIM1.5&TIM2）、导热吸波复合材料，为客户提供一体化解决方案，解决电子行业产品“热点”及“痛点”问题，产品包含导热垫片、导热绝缘片、导热单/双组份凝胶、导热脂、导热相变化材料、液态金属材料、导热吸波复合材料，产品广泛应用于电信、数据通讯、手机、计算机、通用电子装置、网络设备、航空航天、国防、汽车电子以及医疗设备等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-06-10,鑫迪科技,先进制造,C轮,数千万人民币,"天风天睿（领投）, 投控东海, 创丰资本, 东海投资",15000,先进制造、新材料、新材料,鑫迪科技是一家金属粉末注射成型产品生产商，公司专注于MIM金属粉末注射成型产品的研发、生产及销售等服务，旗下产品有电子散热器、密封包装、接线盒等。产品涉及电子、民生、汽配、医疗等行业五金零件。,林盛 总经理 林盛，深圳市鑫迪科技有限公司总经理 
2020-06-10,梦之墨,先进制造,B轮,近亿人民币,"麦星投资, 中冀投资",50000,先进制造、新材料、新材料,梦之墨是一家液态金属电路3D打印机研发商，公司主要产品为液态金属桌面电子电路打印机等制造装备，在电子工业、设计开发、文化创意、教学科研与艺术创作等领域广泛应用。,刘静 创始人兼CEO 清华大学教授，中国科学院理化技术研究所双聘研究员，长期从事室温液态金属与生物传热学研究 陈柏炜 总经理 北京梦之墨科技有限公司总经理，近十年科技项目研发及成果转化工作经验。 于洋 研发副总裁 于洋，北京梦之墨科技有限公司研发副总，清华大学工学博士，发表国内外知名学术刊物论文16篇。 
2020-06-04,天岳先进,先进制造,B轮,数亿人民币,"惠友资本, 云懿投资",150000,先进制造、新材料、新材料,山东天岳是一家第三代半导体碳化硅材料研发生产商，主要产品有4H-导电型碳化硅衬底材料、6英寸-导电型碳化硅衬底材料、4英寸高纯半绝缘衬底材料等，产品具有耐高压耐高频特点，可广泛应用于大功率高频电子器件、半导体发光二极管、通讯、物流网等领域。,宗艳民 董事长 宗艳民，山东天岳董事长兼经理。 
2020-06-03,晶瑞化学,生产制造,IPO上市后,3亿人民币,"东方证券(东方星晖), 国泰君安, 大正投资集团, 财通基金, 大岩资本, 华泰保险, 西藏瑞华资本, 东海基金",150000,传统制造、化工产业、新材料,晶瑞化学是一家微电子化学品及其它精细化工品生产商，公司的产品主要包括超净高纯试剂、光刻胶、功能性材料以及锂电池粘结剂等，可应用于半导体、光伏太阳能电池、LED等相关行业，具体应用到下游电子信息产品的清洗、光刻、制备等工艺环节。,吴天舒 董事长 吴天舒，苏州晶瑞化学股份有限公司董事长 
2020-06-01,Spiber,先进制造,战略投资,未透露,丰岛,3000,先进制造、新材料、新材料,Spiber是一家日本合成蛛丝技术及产品开发商，Spiber源于庆应义塾大学尖端生命科学研究所研发的人工合成蛛丝技术，基于这项技术，Spiber在鹤冈市进一步研发出新型蛋白质材料Qmonos的量产技术，Qmonos可以加工成树脂、薄膜等多种多样的产品，且因原料无需使用化学物品，优异的环保性使其成为其受关注的新材料之一。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-30,本松新材,先进制造,Pre-IPO,数亿人民币,"尚颀资本, 嘉乐资本, 容亿投资, 中航资本",150000,先进制造、新材料、新材料,"本松新材是一家中资科技型企业,专业从事高性能改性工程塑料的研发、生产及销售，目前业务主要聚焦在以PA6/PA66、PPS、PPO、PET等为基础的新材料应用研发领域，尤其是在高温尼龙、散热尼龙等高性能热塑性材料等领域处于国际领先地位。其产品被广泛应用于汽车、消费电子、低压电器等领域，并在很多细分市场处于国内领导市场地位。其客户包括正泰、德力西、大陆汽车、博世等国内外知名企业或跨国企业。","周永松 董事长 周永松，1993年6月至1995年10月于浙江成正装饰材料公司任职员;1995年11月至1997年7月个体经营,1997年7月至1998年10月于香港友联(上海)有限公司任总经理助理;1998年10月至2005年5月于浙江俊尔材料有限公司任营销部部长;2005年5月至2012年11月于温州市亿隆贸易有限公司任副总经理; "
2020-05-30,风光新材料,先进制造,战略投资,5000万人民币,榆林市煤炭转化基金投资管理有限公司,25000,先进制造、新材料、新材料,风光新材料是专业从事高分子材料功能助剂研发、生产及应用的高新技术企业； 是一家为全球高分子材料工业提供聚合物添加剂和完整解决方案的服务商和核心助剂材料供应商,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-29,南京贝迪新材料,先进制造,D轮,数亿人民币,"俱成资本, 华莱坞投资, 蓝图创投",150000,先进制造、新材料、制造业,南京贝迪新材料是一家显示用光学膜材料生产商。主要生产用于智能电子设备显示屏幕的扩散膜和反射膜等产品，为国家级高新技术企业。,刘勇 CEO 南京贝迪电子有限公司CEO 
2020-05-28,宁波杉元,先进制造,天使轮,未透露,"蓝马资本, 联润东方",500,先进制造、新材料、新材料,"宁波杉元是一家石墨烯等新材料研发和生产服务商，主要经营范围是锂离子电池用的石墨烯、碳纳米管、石墨、碳黑及石墨烯改性正极材料的研发、生产、销售、技术转让、技术服务。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-28,华正新材,先进制造,IPO上市后,6.5亿人民币,"东海证券, 中信建投资本, 中信证券, 中意资产, 鹏华基金, 华泰保险, 九泰基金, 大成基金, 华立集团",325000,先进制造、新材料、硬件解决方案,华正新材是一家高端电子基础材料及特种复合材料制造商，主要产品有覆铜板、散热材料、热塑性蜂窝材料、玻璃纤维增强拉挤型材等，主要应用于电工电气、仪器仪表、消费类电子等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-28,邦得凌,先进制造,天使轮,数百万人民币,本翼科技（领投）,1500,先进制造、新材料、新材料,邦得凌是一家光阻式纳米银线材料生产商，主要从事光阻式有机透明导电浆料、光阻式有机透明导电膜及纳米银线光刻触控sensor研发生产及应用。目前研发的光阻式有机纳米银线Sensor功能片已通过莱宝高科的相关通电状态下的可靠性测试，包括超过1000小时未封装裸测双85高温高湿测试及强UV 测试（1500小时）等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-27,蓝晶微生物,先进制造,A+轮,数千万人民币,松禾资本（领投）,50000,先进制造、新材料、新材料,蓝晶微生物是一家可降解塑料生产制造商，专注于将合成生物技术应用于分子和材料创新方向，通过使用合成生物学工具编程微生物，从而生产新的生物降解塑料产品并提升现有生物产品制造过程的效率，降低PHA的生产成本，并合成多种不同种类的PHA材料。,李腾 联合创始人兼总裁 清华大学合成生物学与生物材料博士。2019年，入选《财富》“中国40位40岁以下的商界精英”；入选《麻省理工科技评论》年度中国科技青年榜，第一届中国区“35岁以下科技创新35人榜单”。 张浩千 联合创始人兼CEO 北京大学整合生命科学（物理学方向）博士，前后在国际学术期刊发表研究论文20余篇。中国生物工程学会合成生物学专业委员会委员，《合成生物学》编委。2019年，入选《FastCompany》中国商业最具创意人物 100 榜单。 朱天择(已离职) 原联合创始人 朱天择，北京芝诺科技创始人、CEO。本科毕业于北京大学生命科学学院，博士毕业于牛津大学化学系，师从Kylie Vincent教授，研究方向涉及医疗小分子的生物催化，不对称合成等生物化学前沿交叉学科领域。回国后与清华大学北京大学知名学者共同创立北京蓝晶微生物科技有限公司，致力于生物催化技术的产业化，生产更加安全、环保、廉价的药物小分子等高附加值产品，公司是聚焦于微生物基因工程的平台型生物技术公司。 
2020-05-26,泰特尔新材,传统制造,A轮,未透露,"安元基金, 毅达资本, 沿海资本",10000,传统制造、化工产业、新材料,泰特尔新材料是一家泰特尔新材料，主要从事精细化学品及定制化学品的生产和销售，产品包括TTA21、TTA26、稀释剂和酸酐固化剂等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-25,新劲刚,先进制造,IPO上市后,1.82亿人民币,"兴业资管-兴业证券, 天辰投资, 大岩资本, 东吴创投-东吴证券, 东海证券",91000,先进制造、军工制造、建材,新劲刚始建于1998年12月，公司主要产品包括金属基超硬材料制品、金属耐磨材料品及电磁功能材料等产品，不断为陶瓷、矿山、建筑、建材、冶金、电力、耐火材料和军工等行业提供技术领先的产品及服务。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-21,唐锋能源,先进制造,战略投资,未透露,"深创投, 北汽产投, 海通创新资本, 海通新能源基金",50000,先进制造、新能源、电池,上海唐锋能源科技有限公司是一家从事燃料电池膜电极研发、生产、测试和销售的专业化公司，目前专注于氢能源燃料电池膜电极开发，所开发和生产的低成本、高性能和长寿命燃料电池膜电极达到国际先进水平。,章俊良 董事长兼总经理 章俊良，唐锋能源创始人、董事长兼总经理。担任上海交通大学致远学院常务副院长、上海交通大学燃料电池研究所教授。1994年和1997年毕业于上海交大，分别获学士和硕士学位。2005年于美国纽约州立大学石溪分校获博士学位。2002年3月至2007年5月在美国Brookhaven国家实验室材料科学部和化学部从事博士和博士后研究。2007年5月加入美国通用汽车公司研发总部，电化学能源研究实验室，任研究科学家，2009年1月晋升为高级研究员。2011年9月全职加入上海交通大学。 
2020-05-21,中意胶带,先进制造,A轮,未透露,安元基金,10000,先进制造、新材料、新材料,中意胶带是一家高分子材料与制品研发商，从事高强力输送带和高分子耐磨聚氨酯材料等系列产品的生产和经营，为煤炭、冶金、电力、矿山、化工、建材、港口等行业提供优质的输送带和其它工矿橡塑制品，是全国高强力输送带和高分子耐磨材料的重要生产基地。,宋长江 董事长 宋长江，安徽中意胶带有限责任公司董事长 
2020-05-19,DynaBio,先进制造,战略投资,近千万美元,中盛资本,32500,先进制造、新材料、新材料,DynaBio是一家美国生物纳米技术研发商，专注于纳米材料与功能、生物纳米材料与纳米医学技术的研发及商业化，在加州本土建有生物纳米材料合成实验室，包括各类金纳米颗粒、银纳米颗粒、铁基磁性纳米颗粒、纳米乳、纳米高分子载体、智能磁响应凝胶、量子点等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-18,Nanotech Energy,先进制造,C轮,2750万美元,,89375,先进制造、新材料、电池, Nanotech Energy是美国一家石墨烯储能产品制造商，自主研发了石墨烯锂离子电池，此外还提供其他氧化石墨烯产品。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-18,斯瑞新材,先进制造,战略投资,2000万人民币,炬华科技,165289,先进制造、新材料、新材料,斯瑞新材料是一家主打金属基复合新材料细分市场的技术公司，专注于铜铬电真空触头材料、铜钨系列触头材料及复合触头材料、高导高强铬锆铜系列合金材料、铜铁系列合金材料及其它特殊铜合金材料的研发和制造。,王文斌 创始人 王文斌，斯瑞新材料创始人、董事长。1991年从西安交通大学金属材料专业毕业，进入国有企业，成为一名实习技术员。短短1年时间，他就转岗成为厂办技术秘书，而后离职创立了陕西斯瑞新材料股份有限公司。 
2020-05-18,材华科技,先进制造,天使轮,500万人民币,英吉利印染,10000,先进制造、新材料、新材料,材华科技是一家共聚功能高分子材料创新研发企业，专注于高端涂层技术和功能化学品开发、转化及销售，依托水性高分子核心等技术，研发了荧光共聚乳液、活性自由基聚合、缩聚用彩色单体、不同分子量的含氟二元醇或含氟单体等产品，广泛应用于航天、医疗、日化、家装等领域。,李军配 创始人 李军配，材华科技创始人。 
2020-05-08,嘉兴领科,先进制造,A轮,未透露,拓金资本,10000,先进制造、新材料、新材料,嘉兴领科是一家新材料研发商，主营产品为高性能工程塑料、特种板材及阻燃薄膜、玻纤碳纤增强热塑性复合材料等，致力于服务航空及轨道交通、新能源车辆、医疗设备、建筑装饰等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-07,寰科创新,先进制造,A轮,5000万港元,阿里巴巴创业者基金,20000,先进制造、新材料、新材料,寰科创新是一家绿色新材料研发商，致力于利用其独有的绿色复合材料（GCM™）开发多种类别的消费包装产品，该复合材料来自天然植物纤维，使用Ecoinno寰科创新先进专利技术加工而成。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-05-05,东科新材,先进制造,天使轮,700万人民币,,3500,先进制造、新材料、新材料,东科新材是一家民营化工蜡生产企业，主要生产各系列石蜡、聚乙烯蜡、橡胶防护蜡等精制蜡产品。,许善文 CEO 许善文，浙江东新材料有限公司CEO 
2020-04-29,湘潭电化,生产制造,IPO上市后,5.28亿人民币,"建设银行, 景贤投资, 财通基金, 华泰保险, 兴银投资",264000,传统制造、化工产业、新材料,"湘潭电化是一家电解二氧化锰研发生产商，经营范围是研究、开发、 生产和销售电解二氧化锰、电解金属锰、电池材料和其他能源新材料，主导产品电解二氧化锰按产品种类划分，分为碳锌电池级、无汞碱锰电池级和磁性材料级电解二氧化锰，已通过IS09002质量体系认证。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-29,尚太科技,先进制造,B轮,数亿人民币,"TCL创投, 华金资本(力合股份), 江北嘴基金",150000,先进制造、新材料、电池,尚太科技专注于新材料的研究开发和生产经营，拥有锂离子电池负极材料高温石墨化生产线与合成金刚石用碳源石墨材料生产线，可为客户提供合成金刚石用碳源石墨粉产品以及锂离子电池负极材料的高温石墨化加工。,欧阳永跃 董事长 欧阳永跃，石家庄尚太科技有限公司董事长 
2020-04-29,晋飞碳纤,先进制造,战略投资,1亿人民币,凯辉基金,50000,先进制造、新材料、新材料,晋飞碳纤科技是一家碳纤维产品及工艺解决方案提供商，主要为用户提供碳纤维原材料、碳纤维中间产品、碳纤维制品等，应用于风电叶片、汽车、轨道交通等领域；同时导入预浸布生产线，应用于钓鱼竿、高尔夫球杆等体育休闲产品、轮椅等医疗介护产品、医疗影像诊断设备产品、大型工业制造装备等各种领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-27,Gauzy,先进制造,C轮,1000万美元,"北京现代（领投）, BlueRed Partners, Avery Dennison",32500,先进制造、新材料、新材料,Gauzy是一家以色列纳米技术及产品研发商，主要生产光控玻璃技术产品，Gauzy的产品能够对车辆照明主动监控控制，利用动态遮阳技术，让车窗变亮或变暗。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-24,晶银新材,先进制造,战略投资,未透露,苏州固锝,50000,先进制造、新材料、新材料,晶银新材是一家电子浆料材料研发生产商，致力于光伏、LED、IC领域高等级电子浆料，主要从事导电性浆料的研发与生产，目前自主研发产品可双层印刷、适合高低方阻晶体硅太阳能电池正面电极用银浆、低成本型背面用银浆、薄膜太阳能电池用银浆，主要产品为太阳能电池正面银浆，并已完成太阳能电池背面电极银浆、异质结电池用银浆等产品的研发。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-24,Equispheres,智能硬件,B轮,3000万美元,"BDC Capital, HG Ventures（领投）, SDTC",97500,智能硬件、3D打印、新材料,Equispheres是一家材料科学服务提供商，专注于3D打印技术的应用领域，使整个3D金属打印过程具有更高的控制性。高性能的单尺寸粉末——金属3D打印粉，是该公司的主要产品，这种金属粉末具有很高的一致性，能够设计制造出更坚固、更轻、更具创新性的高性能航空航天和汽车金属零件。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-22,胜科纳米,先进制造,C轮,数千万人民币,丰年资本（领投）,15000,先进制造、新材料、新材料,"胜科纳米是世界顶尖的独立第三方实验室，公司的材料分析和失效分析实验室配备全套的高端分析仪器，搭建开放式的专业分析平台，拥有的世界一流实验设备如：HR-TEM， Dual Beam FIB, HR-SEM, TOF-SIMS, Dynamic SIMS, XPS/ESCA以及众多能谱、波谱。",李晓旻 创始人兼CEO 本科毕业于北京大学微电子专业，硕士毕业于新加坡国立大学电子工程专业，并拥有15年失效分析测试服务创业经验。 
2020-04-21,华友钴业,先进制造,IPO上市后,8亿人民币,"中金公司, 银河投资(银河资本), 国泰君安, 安信乾宏-安信证券, 兴业资管-兴业证券, JPMorgan摩根大通, 博时基金(博时资本), 大岩资本, 太平洋保险, 青岛城投金融, 业如金控",400000,先进制造、新材料、新材料,华友钴业是一家锂电新能源材料研发制造商，专注于锂电新能源材料制造、钴新材料深加工以及钴、铜有色金属采、选、冶，主要产品为锂电正极材料前驱体、钴的化学品以及铜镍金属。,陈雪华 董事长 陈雪华，浙江华友钴业股份有限公司董事长 
2020-04-21,DigiLens,智能硬件,战略投资,未透露,Samsung Ventures三星,325000,智能硬件、AR/VR设备、VR虚拟现实,DigiLens总部位于加州森尼韦尔，致力于生产用于VR和AR的衍射光波导技术的纳米材料。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-20,绚图新材科技,先进制造,A轮,未透露,"招商启航资本, 国隆资本, 深圳国华三新基金",10000,先进制造、新材料、环保,绚图新材科技是一家环保水性材料及纳米材料研发生产商，主要从事环保水性特效涂料，新型纳米材料及其它环保水性产品研究、生产和销售，并以表面处理、微粒制备及纳米包覆为技术核心，以环保水性产品为市场切入点，目前主要服务的三大细分市场为水性颜料、水性涂料、水性油墨。,林海晖 CEO 林海晖，绚图新材科技CEO。 
2020-04-15,艾菲博,先进制造,A轮,未透露,"中关村启航基金, 宁波天使投资引导基金",10000,先进制造、新材料、新材料,艾菲博是一家特种光学纤维生产商，拥有光纤拉丝设备及其维护设备，主要从事特种光纤研发、制备以及应用技术研发服务。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-09,华钛高科,先进制造,B轮,未透露,澳银资本,15000,先进制造、新材料、工业设计,"华钛高科是一家专业从事纳米光催化材料技术开发和应用的环保高科技公司，公司拥有核心技术和自主知识产权，建立了光催化系列产品设计、研发、生产、销售和服务的完整产业链体系，为用户提供具有针对性的技术解决方案和高科技产品。产品和技术广泛应用于空气净化、工业尾气处理、污水处理、自清洁等多个领域。
",范江峰 董事长 范江峰，北京华钛高科科技有限公司董事长 
2020-04-08,黑卫防火,先进制造,Pre-A轮,1000万人民币,天使投资人,5000,先进制造、新材料、新材料,黑卫防火致力打造为空间防火管理专家，拥有多家国际防火企业团队的技术支持，以及国内多所大学的顾问指导；黑卫防火专注于火灾防火产品的研发、生产、销售，在提高火灾防护类产品的防火性能、耐候性能、环保性能的同时，更加关注于产品的运储安全、施工的安装便捷、维保的成本低廉。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-03,嘉盛电陶,先进制造,战略投资,2000万人民币,创业工场VenturesLab,10000,先进制造、新材料、新材料,嘉盛电陶是一家新型先进陶瓷材料研发商，在压电陶瓷、多孔陶瓷、结构陶瓷和IH电子浆料四个主营项目上已拥有和已受理申请的专利超百项，可分别应用于超声雾化大健康产品的雾化片、新兴烟草雾化芯、智能家电陶瓷和5G滤波器等领域，还专注于多孔结构陶瓷和电子烟陶瓷发热体的研发与生产。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-04-01,理想晶延,传统制造,战略投资,未透露,浙民投,50000,传统制造、环保、环保,理想晶延是一个硬件开发商，专注于通过新能源、新材料开发制造太阳能电池制造关键设备和发光二极管制造设备，致力于推动制造业的节能环保的发展。,"王永才 CEO 王永才是理想晶延半导体设备（上海）有限公司的创始人，历任浙江正泰电器股份有限公司财务总监、正泰电气股份有限公司 董事、副总裁，浙江正泰太阳能科技有限公司执行董事，以及正泰集团股份有限公司副总裁。此外，王先生还担任中国会计师协会常务理事、浙江会计师协会副会长 等职务，并被授予“浙江省第一届优秀总会计师”、“中国优秀CFO”等荣誉称号。 奚明 副总裁 奚明是理想晶延半导体设备（上海）有限公司的副总裁，中国科学技术大学学士，美国哥伦比亚大学（Columbia University）博士，美国麻省理工学院（Massachusetts Institute of Technology）博士后，曾任美国应用材料公司（Applied Materials）副总裁，全面负责美国应用材料公司AKT部门的PVD和EBT事业部工作。拥有15年半导体制造领域专业技术经验，荣获技术专利多达80项。曾负责开发了MOCVD，MCVD, ALD, PVD, EBT等多种世界领先覆膜设备。 陈金元 副总裁 陈金元，上海理想万里晖创始人、董事长；理想晶延半导体设备（上海）有限公司的创始人，PECVD总经理，中国科学技术大学学士及硕士，美国犹他大学（University of Utah）博士、博士后，曾在美国应用材料公司（Applied Materials）和中微半导体设备公司担任高管职务。拥有30年半导体领域专业技术工作经验，荣获42项技术专利, 发表了30多篇学术论文。曾开发多种最先进半导体设备反应腔的射频及等离子系统并获上海市科学技术奖一等奖。 刘凯 LPCVD总经理 刘凯，理想晶延LPCVD总经理。 胡兵 公共工程总经理 胡兵是理想晶延半导体设备（上海）有限公司的公共工程总经理，武汉科技大学学士，美国俄勒冈州立大学（Oregon State University）硕士，曾在美国科天半导体设备公司（KLA-Tencor），Brooks-Pri Automation等公司工作，拥有18年半导体领域专业技术工作经验。开发多种半导体晶片传输, 检测和自动化设备并获上海市科学技术奖一等奖。 展开全部 "
2020-04-01,莱源环保科技,传统制造,D轮,未透露,蜂巧资本,50000,传统制造、环保、环保,莱源环保科技是一家表面处理技术研发商，主要产品包括酸性锌镍表面处理等金属表面处理产品、塑料电镀表面处理等非金属表面处理产品，可应用于航空、军工、电子领域，同时公司为用户提供相关产品应用解决方案。,滕芳萍 董事长 滕芳萍，杭州莱源环保科技有限公司董事长 
2020-03-31,合盛硅业,先进制造,IPO上市后,未透露,华能资本,50000,先进制造、新材料、新材料,合盛硅业是一个硅基新材料研发商，要以有机硅单体、环体及下游产品为主，旗下主要产品涵盖甲基乙烯硅橡胶、室温硫化硅橡胶、二甲基硅氧烷混合环体、金属硅块及金属硅粉等。,"罗立国 董事长 罗立国，合盛硅业股份有限公司董事长
 "
2020-03-30,都铂高分子,先进制造,Pre-A轮,未透露,金茂资本,10000,先进制造、新材料、新材料,常州都铂高分子有限公司是一家专业研发、生产、销售高分子材料、精细化工材料的高新技术型企业，主要产品包括乳液型丙烯酸压敏胶、溶剂型丙烯酸压敏胶、胶黏剂助剂等。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-03-25,瀚薪科技,先进制造,天使轮,未透露,东方富海,500,先进制造、集成电路、新材料,瀚薪科技一直以来致力于SiC与GaN功率半导体技术与产品开发，专注投入于SiC与GaN的材料特性、制程工艺与功率半导体设计及电力电子应用的相关研究。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-03-23,银湖激光,传统制造,战略投资,未透露,"中科创星, 西科天使基金",50000,传统制造、机械设备、新材料,银湖激光是一家由国家级领军人才创办的高新科技企业，专注于高端激光微纳加工设备的研发、生产和销售。公司的激光设备应用于显示、微电子、新能源、5G通信、新一代汽车和传感等行业，尤其是玻璃、蓝宝石和陶瓷高硬度脆性材料的高精密加工，在激光设备和加工方法上拥有自主知识产权，在加工速度和精度方面国际领先。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-03-23,鲲游光电,先进制造,B轮,2亿人民币,"愉悦资本（领投）, 招银国际, 元璟资本, 中科创星, 华登国际, 晨晖创投, 昆仲资本, 元禾控股, 临港科创投",160000,先进制造、集成电路、中间件,鲲游光电是一家专注于微光学、光集成领域的高科技企业，主要研发并量产三类产品方向：3D深度成像中的晶圆级光学及DOE器件，特别是手机领域的应用；应用于AR的光波导模组，特别是基于晶圆级光学制成多级扩瞳，用于耦合光场及全息AR成像的光栅型波导；板间、芯片间晶圆级高速并行光链路。,林涛 董事长 林涛，上海鲲游光电科技有限公司创始人 
2020-03-23,原优,企业服务,A+轮,数千万人民币,"线性资本（领投）, 九合创投, 君盛投资",15000,企业服务、行业信息化及解决方案、制造业,原优是从事原材料配方优化及供应链服务的技术公司，为陶瓷、耐火材料等行业提供智能制造供应链解决方案。团队综合了咨询、软件和制造业背景，咨询背景保证了业务开展时分析和解决问题的能力，软件背景保证了产品开发持续迭代升级的能力，制造业背景保证了产品与生产一线结合的能力。,李尧 创始人兼CEO 李尧，信传信息技术创始人兼CEO。拥有融合制造业，咨询，互联网背景，专注于企业服务。 
2020-03-19,海普润,先进制造,C轮,数亿人民币,"祥峰投资Vertex（领投）, Morgan Stanley摩根士丹利, 天创资本",200000,先进制造、新材料、新材料,海普润是一家高分子膜材料研发商，集研发与生产于一体，业务包括高分子膜材料研发、内支撑增强型中空纤维膜和环保设备制造等，主要产品水处理用微孔滤膜被应用于科研、食品检测、化工、纳米技术、能源和环保等领域。,刘必前 董事长 刘必前，海普润创始人、董事长，中科院化学所研究员。1957年2月生，山东诸城人，硕士，高分子化学专业，中国科学院化学研究所研究员，高分子物理与化学国家重点实验室/纳米工程中心总工程师，现任苏州汇龙膜技术发展有限公司总裁。1985年毕业于中国科学院化学研究所，取得硕士学位；1982年至今中国科学院化学研究所，任研究员。1991～1993年丹麦技术大学，访问学者；2006～2008年青岛市城阳区科技局，任副局长；中国科学院化学研究所青岛基地主任；2009年6月被引入苏州新区，创建苏州汇龙膜技术发展有限公司，获评姑苏创新创业领军人才。长期从事橡胶、塑料、纤维等高分子材料的结构与性能的关系研究，先后在纺织、塑料、建材和农业技术等方面申请国家发明专利60多项。承担过多个国家科技攻关、973计划、863计划、国防科工委、中科院重大课题、国家产学研课题等重大项目；多次获省、市级科技进步奖。致力于研究利用热致相分离法（TIPS）制备高强度、高性能、高通量微孔滤膜。对TIPS法UHMW-PE微孔滤膜的制作和性能有专题论述。 
2020-03-18,爱思达,先进制造,Pre-A轮,未透露,"浙大联创投资（领投）, 久友资本, 深创投, 弈秋资本",10000,先进制造、新材料、新材料,爱思达专注于轻质化结构机构、功能机构及其新材料的研发设计与生产制造，致力于成为航空航天领域轻质化结构机构、功能机构产品的创新引领者。公司为合作伙伴提供 技术先进、质量可靠、成本优化 的复合材料结构机构设计、研发及生产服务，定位为面向多产业的复合材料及其结构件供应商和专业支撑服务平台。,张毅 董事长 张毅，爱思达董事长。 
2020-03-12,腾远钴业,先进制造,战略投资,未透露,"TCL创投, 招银国际, 晨道投资, 超兴投资",50000,先进制造、新材料、新材料,腾远钴业是一家钴系列产品生产商，公司主要产品包括碳酸钴、氧化钴、草酸钴、高纯硫酸钴、电池级碳酸钴、电池级四氧化三钴、阴极铜等，产品广泛应用于动力电池材料、工业催化剂等领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-03-12,塑成科技,传统制造,B轮,未透露,顺禧基金,15000,传统制造、化工产业、三维3D,塑成科技是光固化3D打印领域的材料研发专家。为了将更多性能优异的材料提供给光固化3D打印爱好者和各类用户，我们把顶尖的高分子材料化学技术应用到3D打印领域中。我们的产品有硬性聚氨酯树脂、柔性聚氨酯树脂、弹性聚氨酯树脂、可铸造树脂等，可以满足各个领域的应用需求。塑成科技将为您的创意带来更多自由度。,塔林 CEO  塑成科技（北京）有限责任公司CEO 
2020-03-11,彗晶新材料,先进制造,种子轮,未透露,红杉种子基金,500,先进制造、新材料、新材料,彗晶新材料是一家拥有自主知识产权的高科技企业。基于5G联盟产业链、上汽汽车产业链等，面向数据中心设备、5G手机、5G基站、AI芯片、泛电子消费品终端、新能源汽车、IC封装等众多业务领域，为各行业散热问题提供最优解决方案以及产品。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
